user_profile,project_id,project_title,user_techs,project_techs,features,enhanced_score,label
Python + JS,9,Angular 관리자 대시보드,"['javascript', 'python', 'django', 'react']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
Python + JS,10,SvelteKit 블로그 플랫폼,"['javascript', 'python', 'django', 'react']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
Python + JS,11,Go 마이크로서비스 API,"['javascript', 'python', 'django', 'react']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
Python + JS,12,.NET Core 웹 애플리케이션,"['javascript', 'python', 'django', 'react']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
Python + JS,13,Laravel CMS 시스템,"['javascript', 'python', 'django', 'react']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
Python + JS,14,Rust 고성능 웹서버,"['javascript', 'python', 'django', 'react']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
Python + JS,15,Unity 2D 인디게임,"['javascript', 'python', 'django', 'react']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
Python + JS,16,Kubernetes 클러스터 구축,"['javascript', 'python', 'django', 'react']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
Python + JS,17,Python ML 추천시스템,"['javascript', 'python', 'django', 'react']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.1111111111111111],0.1547,1
Java + React,1,React 기반 쇼핑몰 개발,"['java', 'javascript', 'react', 'spring boot']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.125],0.1612,1
Java + React,2,Vue3 + Nuxt 포트폴리오 사이트,"['java', 'javascript', 'react', 'spring boot']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
Java + React,3,Django REST API 서버 구축,"['java', 'javascript', 'react', 'spring boot']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.0],0.03,0
Java + React,4,Spring Boot 마이크로서비스,"['java', 'javascript', 'react', 'spring boot']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.2857142857142857],0.3067,1
Java + React,5,Node.js 실시간 채팅 앱,"['java', 'javascript', 'react', 'spring boot']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
Java + React,6,React Native 투두 앱,"['java', 'javascript', 'react', 'spring boot']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
Java + React,7,Flutter 전자상거래 앱,"['java', 'javascript', 'react', 'spring boot']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
Java + React,8,FastAPI 비동기 웹서버,"['java', 'javascript', 'react', 'spring boot']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
Java + React,9,Angular 관리자 대시보드,"['java', 'javascript', 'react', 'spring boot']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
Java + React,10,SvelteKit 블로그 플랫폼,"['java', 'javascript', 'react', 'spring boot']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
Java + React,11,Go 마이크로서비스 API,"['java', 'javascript', 'react', 'spring boot']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
Java + React,12,.NET Core 웹 애플리케이션,"['java', 'javascript', 'react', 'spring boot']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
Java + React,13,Laravel CMS 시스템,"['java', 'javascript', 'react', 'spring boot']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
Java + React,14,Rust 고성능 웹서버,"['java', 'javascript', 'react', 'spring boot']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
Java + React,15,Unity 2D 인디게임,"['java', 'javascript', 'react', 'spring boot']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
Java + React,16,Kubernetes 클러스터 구축,"['java', 'javascript', 'react', 'spring boot']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
Java + React,17,Python ML 추천시스템,"['java', 'javascript', 'react', 'spring boot']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
